Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season
Andy Iro,CLB,D,17,15,1323,0,0,6,0,0,0/0,0,0,0,0,0,0,0,0,24,16,1,4,1,0,2011,reg
Richard Eckersley,TOR,D,23,22,1953,0,0,6,3,0,0/0,0,0,0,0,0,0,0,0,41,42,0,6,0,50,2011,reg
Stéphane Auvray,KC ,M,12,4,449,0,0,6,0,0,0/0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,2011,reg
Logan Pause,CHI,M,29,28,2514,0,0,6,2,0,0/0,0,0,0,0,0,0,0,0,25,11,0,3,0,33.33,2011,reg
Pat Noonan,SEA,F,9,2,259,0,0,6,3,0,0/0,0,0,0,0,0,0,0,0,2,3,3,0,0,50,2011,reg
Seth Sinovic,NE,D,20,20,1737,0,0,6,2,0,0/0,0,0,0,0,0,0,0,0,15,15,1,2,0,33.33,2011,reg
Yamith Cuesta,CHI,D,20,18,1681,0,0,7,1,0,0/0,0,0,0,0,0,0,0,0,34,13,3,3,1,14.29,2011,reg
Servando Carrasco,SEA,M,12,7,689,0,0,7,0,0,0/0,0,0,0,0,0,0,0,0,11,5,0,5,0,0,2011,reg
James Marcelin,POR,M,20,12,1142,0,0,8,0,0,0/0,0,0,0,0,0,0,0,0,20,10,1,4,0,0,2011,reg
Branko Boskovic,DC ,M,4,1,124,0,0,8,2,0,0/0,0,0,0,0,0,0,0,0,1,1,0,0,0,25,2011,reg
Stefani Miglioranzi,PHI,M,17,11,980,0,0,8,0,0,0/0,0,0,0,0,0,0,0,0,15,11,0,1,0,0,2011,reg
David Horst,POR,D,16,11,1170,0,0,8,4,0,0/0,0,0,0,0,0,0,0,0,11,11,3,0,0,50,2011,reg
Corey Ashe,HOU,M,32,30,2617,0,0,9,1,0,0/0,0,0,0,0,0,0,0,0,13,34,2,2,0,11.11,2011,reg
Clyde Simms,DC ,M,29,29,2404,0,0,10,1,0,0/0,0,0,0,0,0,0,0,0,20,6,0,2,0,10,2011,reg
Joseph Ngwenya,DC ,F,16,7,629,0,0,11,6,0,0/0,0,0,0,0,0,0,0,0,20,11,7,1,0,54.55,2011,reg
Alen Stevanovic,TOR,M,12,9,773,0,0,11,3,0,0/0,0,0,0,0,0,0,0,0,6,10,2,1,0,27.27,2011,reg
Amobi Okugo,PHI,D-M,15,10,811,0,0,12,4,0,0/0,0,0,0,0,0,0,0,0,18,8,0,2,0,33.33,2011,reg
Mustapha Jarju,VAN,F,10,5,450,0,0,14,3,0,0/0,0,0,0,0,0,0,0,0,5,4,4,0,0,21.43,2011,reg
Ned Grabavoy,RSL,M,25,21,1899,0,0,17,3,0,0/0,0,0,0,0,0,0,0,0,25,38,3,3,0,17.65,2011,reg
Eric Alexander,DAL,M,28,19,1467,0,0,19,3,0,0/0,0,0,0,0,0,0,0,0,12,7,2,0,0,15.79,2011,reg
Paolo Cardozo,LA ,M,17,8,821,0,0,26,9,0,0/0,0,0,0,0,0,0,0,0,18,30,4,1,0,34.62,2011,reg
Chris Wondolowski,SJ,F,32,31,2813,27,7,127,55,11,7-May,13,14,0.86,21.3,0,4,3,0.22,19,25,28,3,0,43.31,2012,reg
Kenny Cooper,NY ,F,33,26,2505,18,3,84,46,7,3-Mar,11,7,0.65,21.4,1,3,0,0.11,36,28,20,3,0,54.76,2012,reg
Alvaro Saborio,RSL,F,31,26,2390,17,3,87,40,6,3-Mar,13,4,0.64,19.5,0,1,2,0.11,35,37,37,5,0,45.98,2012,reg
Robbie Keane,LA ,F,28,28,2519,16,9,94,43,6,2-Jan,9,7,0.57,17,5,6,3,0.32,15,34,27,0,0,45.74,2012,reg
Thierry Henry,NY ,F,25,24,2108,15,12,88,37,3,0/0,10,5,0.64,17,3,9,3,0.51,18,26,24,5,0,42.05,2012,reg
Eddie Johnson,SEA,F,28,24,2119,14,3,72,25,5,0/0,7,7,0.59,19.4,1,1,2,0.13,40,46,35,6,0,34.72,2012,reg
Fredy Montero,VAN,F,33,28,2576,13,8,126,46,3,0/0,4,9,0.45,10.3,3,4,4,0.28,63,68,24,5,1,36.51,2012,reg
Alan Gordon,SJ ,F,23,13,1297,13,7,43,25,4,0/0,8,5,0.9,30.2,2,5,2,0.49,54,35,15,7,1,58.14,2012,reg
Chris Pontius,DC ,M,31,26,2339,12,4,71,29,6,1-Jan,6,6,0.46,16.9,2,3,1,0.15,19,49,5,3,0,40.85,2012,reg
Will Bruin,SEA,F,32,31,2510,12,4,78,35,0,0/0,6,6,0.43,15.4,1,2,2,0.14,14,20,12,1,0,44.87,2012,reg
Kei Kamara,COL,F,33,32,2871,11,8,134,49,4,3-Feb,6,5,0.34,8.2,4,6,2,0.25,46,63,12,3,0,36.57,2012,reg
Saer Sene,NE ,M,25,23,1934,11,3,75,35,2,1-Jan,8,3,0.51,14.7,1,2,1,0.14,20,37,15,0,0,46.67,2012,reg
Steven Lenhart,SJ ,F,26,18,1623,10,2,64,33,2,0/0,7,3,0.55,15.6,0,2,0,0.11,52,46,27,7,1,51.56,2012,reg
Landon Donovan,LA ,M-F,26,25,2256,9,14,65,29,3,2-Feb,4,5,0.36,13.8,5,6,8,0.56,33,43,5,6,0,44.62,2012,reg
Patrice Bernier,MTL,M,27,25,2194,9,8,32,15,1,6-Jun,7,2,0.37,28.1,4,7,1,0.33,43,16,0,5,0,46.88,2012,reg
Fabian Espindola,RSL,F,30,27,2293,9,7,69,30,4,0/0,3,6,0.35,13,3,3,4,0.27,46,36,21,7,1,43.48,2012,reg
Jairo Arrieta,CLB,F,18,18,1534,9,4,41,21,2,0/0,5,4,0.53,22,3,3,1,0.23,21,19,41,1,0,51.22,2012,reg
Blas Pérez,DAL,F,20,19,1705,9,4,53,23,0,0/1,3,6,0.48,17,2,4,0,0.21,33,37,18,3,1,43.4,2012,reg
Danny Koevermans,TOR,F,16,12,1186,9,2,39,24,1,0/0,3,6,0.68,23.1,1,1,1,0.15,23,12,16,2,0,61.54,2012,reg
Eddie Gaven,CLB,M,34,34,2990,9,2,55,27,1,0/0,6,3,0.27,16.4,1,1,1,0.06,29,61,10,2,0,49.09,2012,reg
CJ Sapong,CHI,F,31,24,2210,9,2,61,24,5,0/0,5,4,0.37,14.8,0,2,0,0.08,38,51,16,2,0,39.34,2012,reg
Brad Davis,HOU,M,31,28,2523,8,12,53,22,3,4-Mar,5,3,0.29,15.1,4,8,4,0.43,40,35,0,3,0,41.51,2012,reg
Jaime Castrillón,COL,M,30,29,2417,8,4,50,18,3,0/0,4,4,0.3,16,2,2,2,0.15,41,29,0,3,1,36,2012,reg
Jack McInerney,PHI,F,25,18,1630,8,3,42,19,3,0/0,4,4,0.44,19,2,2,1,0.17,24,16,29,4,1,45.24,2012,reg
Chris Rolfe,CHI,F,22,19,1760,8,3,58,20,2,1-Jan,4,4,0.41,13.8,2,1,2,0.15,12,26,5,1,0,34.48,2012,reg
Lionard Pajoy,DC ,F,32,28,2475,8,3,59,20,1,1-Jan,6,2,0.29,13.6,3,2,1,0.11,34,35,34,5,0,33.9,2012,reg
Simon Dawkins,SJ ,M,27,21,1847,8,1,65,24,1,0/0,6,2,0.39,12.3,0,1,0,0.05,26,35,3,2,0,36.92,2012,reg
Dwayne De Rosario,DC ,M,26,25,2195,7,12,81,26,2,0/1,6,1,0.29,8.6,3,8,4,0.49,36,31,34,4,0,32.1,2012,reg
David Beckham,LA ,M,24,23,1985,7,9,40,18,0,0/0,2,5,0.32,17.5,2,6,3,0.41,28,25,0,7,0,45,2012,reg
Ryan Johnson,TOR,F,31,31,2769,7,5,67,23,0,0/1,2,5,0.23,10.4,0,1,4,0.16,46,44,21,6,0,34.33,2012,reg
Juninho,LA ,M,32,30,2666,7,4,52,20,3,0/0,5,2,0.24,13.5,0,3,1,0.14,42,27,0,6,0,38.46,2012,reg
Maicon Santos,DC ,F,26,16,1470,7,3,64,19,2,0/0,6,1,0.43,10.9,2,1,2,0.18,32,16,21,4,0,29.69,2012,reg
Darren Mattocks,VAN,F,21,15,1300,7,1,38,16,2,0/0,2,5,0.48,18.4,1,1,0,0.07,16,32,12,7,2,42.11,2012,reg
Kris Boyd,POR,F,26,22,1893,7,1,63,28,1,0/0,6,1,0.33,11.1,0,1,0,0.05,33,12,28,4,0,44.44,2012,reg
Marco Pappa,CHI,M,22,20,1615,6,5,69,21,3,0/0,4,2,0.33,8.7,2,2,3,0.28,28,32,3,5,0,30.43,2012,reg
Nick DeLeon,TOR,M,28,25,2175,6,4,44,22,1,0/0,4,2,0.25,13.6,1,2,2,0.17,25,29,6,0,0,50,2012,reg
Fabian Castillo,DAL,M-F,26,23,1892,6,3,36,19,2,0/0,2,4,0.29,16.7,2,2,1,0.14,20,22,14,7,0,52.78,2012,reg
Dominic Oduro,CHI,M,33,21,1823,6,3,54,25,3,0/0,4,2,0.3,11.1,2,2,1,0.15,21,35,31,3,0,46.3,2012,reg
Sanna Nyassi,MTL,M,28,17,1716,6,3,58,31,2,0/0,3,3,0.31,10.3,0,2,1,0.16,47,28,20,9,0,53.45,2012,reg
Omar Cummings,COL,F,28,23,2000,6,2,76,28,1,0/1,3,3,0.27,7.9,0,1,1,0.09,18,23,22,1,0,36.84,2012,reg
Darlington Nagbe,CLB,M,33,31,2777,6,1,50,16,0,0/0,3,3,0.19,12,1,1,0,0.03,16,46,6,0,0,32,2012,reg
Gabriel Gómez,PAN,M,24,18,1578,6,0,30,9,3,1-Jan,3,3,0.34,20,0,0,0,0,36,24,2,5,0,30,2012,reg
Hamdi Salihi,DC ,F,22,10,945,6,0,32,17,1,0/0,3,3,0.57,18.8,0,0,0,0,9,13,6,3,0,53.12,2012,reg
Graham Zusi,SKC,M,32,31,2788,5,15,82,24,4,1-Jan,4,1,0.16,6.1,5,10,5,0.48,39,45,4,3,0,29.27,2012,reg
Federico Higuain,DC,F,13,11,1004,5,7,32,9,2,1-Jan,5,0,0.45,15.6,2,3,4,0.63,8,11,7,2,0,28.12,2012,reg
Camilo Sanvezzo,VAN,F,28,19,1719,5,7,64,24,1,0/0,5,0,0.26,7.8,2,5,2,0.37,41,49,23,4,0,37.5,2012,reg
Joel Lindpere,NY ,M,34,26,2385,5,5,28,12,1,0/0,1,4,0.19,17.9,1,2,3,0.19,33,30,4,5,0,42.86,2012,reg
Brian Ching,HOU,F,30,13,1385,5,5,35,15,1,2-Feb,2,3,0.32,14.3,2,2,3,0.32,14,28,22,0,0,42.86,2012,reg
Eric Hassli,TOR,F,25,16,1469,5,5,49,16,1,0/0,4,1,0.31,10.2,1,2,3,0.31,63,22,24,8,0,32.65,2012,reg
Luis Silva,TOR,F,30,22,2061,5,5,50,19,1,0/0,2,3,0.22,10,1,4,1,0.22,14,32,5,1,0,38,2012,reg
Mike Magee,LA ,M,29,24,2078,5,4,56,22,3,0/0,3,2,0.22,8.9,2,2,2,0.17,20,41,8,2,0,39.29,2012,reg
Marco Di Vaio,MTL,F,17,16,1366,5,3,49,15,1,0/0,3,2,0.33,10.2,0,2,1,0.2,13,11,40,1,0,30.61,2012,reg
Kamani Hill,COL,F,19,3,582,5,2,15,8,1,0/0,4,1,0.77,33.3,0,1,1,0.31,8,11,2,1,0,53.33,2012,reg
Sébastien Le Toux,NY ,F,33,27,2522,5,2,34,16,2,0/0,4,1,0.18,14.7,1,1,1,0.07,17,24,18,0,0,47.06,2012,reg
Lee Nguyen,MIA,M,30,27,2386,5,2,60,18,1,1-Jan,3,2,0.19,8.3,1,2,0,0.08,31,49,0,3,0,30,2012,reg
Freddy Adu,PHI,F,24,20,1468,5,1,33,13,2,2-Feb,4,1,0.31,15.2,0,1,0,0.06,24,28,3,2,1,39.39,2012,reg
Teal Bunbury,NE,F,22,14,1247,5,1,50,16,1,0/0,1,4,0.36,10,0,1,0,0.07,23,15,9,2,0,32,2012,reg
David Estrada,SEA,M-F,17,12,1027,5,0,25,10,2,0/0,4,1,0.44,20,0,0,0,0,6,12,6,1,0,40,2012,reg
Bright Dike,POR,F,12,9,896,5,0,29,12,1,0/0,3,2,0.5,17.2,0,0,0,0,16,16,8,0,0,41.38,2012,reg
Felipe,DC,M,30,30,2652,4,10,59,23,1,0/0,2,2,0.14,6.8,2,7,3,0.34,48,70,3,5,0,38.98,2012,reg
Patrick Nyarko,CHI,F-M,34,31,2756,4,7,40,13,1,0/0,3,1,0.13,10,3,4,3,0.23,41,84,8,3,0,32.5,2012,reg
Jackson Goncalves,DAL,M,21,18,1732,4,7,56,14,0,0/0,3,1,0.21,7.1,1,3,4,0.36,46,36,6,4,0,25,2012,reg
Boniek Garcia,HOU,M,17,17,1530,4,6,30,12,1,0/0,3,1,0.24,13.3,0,4,2,0.35,19,31,4,0,0,40,2012,reg
Sherjill MacDonald,CHI,F,14,12,1033,4,4,32,11,2,0/0,2,2,0.35,12.5,0,2,2,0.35,17,6,12,2,0,34.38,2012,reg
Kyle Beckerman,RSL,M,30,29,2592,4,4,35,8,1,0/0,2,2,0.14,11.4,3,2,2,0.14,57,23,1,6,1,22.86,2012,reg
Brad Evans,SEA,D-M,29,29,2371,4,4,35,13,1,2-Feb,3,1,0.15,11.4,0,2,2,0.15,18,24,2,2,0,37.14,2012,reg
Álvaro Fernández,CHI,M,27,23,1863,4,3,29,7,0,0/0,2,2,0.19,13.8,2,3,0,0.14,16,43,4,2,1,24.14,2012,reg
Dane Richards,NY ,M,29,26,2402,4,3,30,11,2,0/0,3,1,0.15,13.3,0,3,0,0.11,60,26,11,9,0,36.67,2012,reg
Davy Arnaud,MTL,M,33,31,2765,4,3,40,13,1,0/0,4,0,0.13,10,1,2,1,0.1,42,74,5,7,0,32.5,2012,reg
Calen Carr,HOU,F,26,17,1512,4,2,29,11,2,0/0,3,1,0.24,13.8,1,2,0,0.12,22,29,5,6,0,37.93,2012,reg
Macoumba Kandji,HOU,F,29,21,1630,4,2,34,16,1,0/0,3,1,0.22,11.8,0,2,0,0.11,46,26,23,3,0,47.06,2012,reg
Milovan Mirosevic,CLB,M,26,25,2140,4,2,46,14,2,2-Jan,2,2,0.17,8.7,1,2,0,0.08,27,49,3,2,0,30.43,2012,reg
Bernardo Corradi,MTL,F,11,7,619,4,1,13,7,1,3-Mar,2,2,0.58,30.8,0,1,0,0.15,14,14,12,3,0,53.85,2012,reg
Antoine Hoppenot,PHI,F,25,3,817,4,1,18,8,0,0/0,2,2,0.44,22.2,0,0,1,0.11,14,25,18,2,0,44.44,2012,reg
Jacob Peterson,KC ,F,23,9,942,4,1,24,11,1,0/0,1,3,0.38,16.7,1,1,0,0.1,7,7,2,0,1,45.83,2012,reg
Justin Meram,RSL,M,22,11,960,4,1,27,10,2,0/0,2,2,0.38,14.8,1,0,1,0.09,22,15,1,3,0,37.04,2012,reg
Andrew Wenger,MTL,D-M,23,7,823,4,0,20,9,2,0/0,3,1,0.44,20,0,0,0,0,13,7,9,0,0,45,2012,reg
Juan Pablo Angel,CHV,F,19,9,1004,4,0,50,18,1,1-Jan,2,2,0.36,8,0,0,0,0,16,5,10,0,0,36,2012,reg
Mauro Rosales,SEA,M,27,25,2031,3,13,16,5,1,0/0,2,1,0.13,18.8,5,7,6,0.58,20,44,2,1,0,31.25,2012,reg
Marvin Chávez,SJ ,M,27,23,1910,3,13,42,14,0,0/0,2,1,0.14,7.1,3,5,8,0.61,38,32,5,5,0,33.33,2012,reg
Javier Morales,RSL,M,29,23,2119,3,9,31,12,2,0/0,2,1,0.13,9.7,5,5,4,0.38,42,69,4,5,0,38.71,2012,reg
Jan Gunnar Solli,NY ,D,24,21,1865,3,5,16,9,1,0/0,2,1,0.14,18.8,2,4,1,0.24,16,10,1,2,0,56.25,2012,reg
Kelyn Rowe,NE,M,30,21,1897,3,5,43,20,1,0/0,1,2,0.14,7,1,3,2,0.24,20,24,5,1,0,46.51,2012,reg
Shalrie Joseph,CHV,M,30,27,2561,3,4,22,6,0,0/0,1,2,0.11,13.6,1,0,4,0.14,42,31,0,7,0,27.27,2012,reg
Jack Jewsbury,POR,M,32,31,2765,3,4,35,10,2,0/0,2,1,0.1,8.6,0,4,0,0.13,36,35,1,5,0,28.57,2012,reg
Miller Bolaños,ECU,M,24,21,1858,3,4,68,20,1,0/0,2,1,0.15,4.4,1,1,3,0.19,45,43,3,5,0,29.41,2012,reg
Will Johnson,RSL,D,26,23,2087,3,3,36,18,1,0/0,2,1,0.13,8.3,0,0,3,0.13,24,28,0,4,1,50,2012,reg
Dax McCarty,NSH,M,33,33,2918,3,3,40,10,1,0/0,2,1,0.09,7.5,1,2,1,0.09,40,57,3,6,0,25,2012,reg
Juan Agudelo,MIA,F,24,17,1570,3,3,44,16,0,1-Jan,2,1,0.17,6.8,0,1,2,0.17,36,26,6,1,0,36.36,2012,reg
Emilio Rentería,CLB,F,27,16,1542,3,3,50,14,2,0/0,2,1,0.18,6,2,2,1,0.18,31,42,17,4,0,28,2012,reg
Tony Cascio,COL,M,29,18,1692,3,3,53,19,2,0/0,2,1,0.16,5.7,1,3,0,0.16,24,24,6,1,0,35.85,2012,reg
Drew Moor,COL,D,34,34,3060,3,2,17,8,1,0/0,3,0,0.09,17.6,1,2,0,0.06,25,32,3,3,0,47.06,2012,reg
Barry Robson,VAN,M,17,16,1421,3,2,32,9,1,1-Jan,3,0,0.19,9.4,0,2,0,0.13,31,56,4,2,0,28.12,2012,reg
Gershon Koffie,VAN,M,29,28,2503,3,2,39,11,1,0/0,3,0,0.11,7.7,1,2,0,0.07,59,70,1,9,0,28.21,2012,reg
Brek Shea,MIA,D,21,20,1747,3,2,55,20,1,2-Feb,2,1,0.15,5.5,1,0,2,0.1,28,20,14,1,0,36.36,2012,reg
Gonzalo Segares,CHI,D,31,31,2682,3,1,15,8,1,0/0,1,2,0.1,20,1,1,0,0.03,30,31,2,5,2,53.33,2012,reg
Danny Mwanga,PHI,F,27,12,1198,3,1,18,7,0,0/0,1,2,0.23,16.7,0,1,0,0.08,16,10,8,0,0,38.89,2012,reg
Aurelien Collin,PHI,D,29,28,2490,3,1,28,7,1,0/0,2,1,0.11,10.7,0,0,1,0.04,57,28,5,6,0,25,2012,reg
Edson Buddle,LA ,F,19,10,969,3,1,31,9,0,0/0,1,2,0.28,9.7,0,1,0,0.09,37,16,9,0,0,29.03,2012,reg
Andre Akpan,COL,F,15,4,434,3,0,9,5,1,1-Jan,3,0,0.62,33.3,0,0,0,0,6,8,2,0,0,55.56,2012,reg
Markus Holgersson,NY ,D,31,31,2790,3,0,11,5,1,0/0,2,1,0.1,27.3,0,0,0,0,23,15,0,2,0,45.45,2012,reg
Matt Hedges,DAL,D,28,23,2022,3,0,12,5,0,0/0,0,3,0.13,25,0,0,0,0,20,22,1,1,0,41.67,2012,reg
Austin Berry,CHI,D,28,28,2520,3,0,14,5,1,0/0,1,2,0.11,21.4,0,0,0,0,16,19,0,2,0,35.71,2012,reg
Terry Dunfield,TOR,M,30,30,2493,3,0,24,11,1,0/0,1,2,0.11,12.5,0,0,0,0,49,19,7,7,0,45.83,2012,reg
Jeff Larentowicz,ATL,M,32,32,2779,3,0,61,16,0,2-Feb,2,1,0.1,4.9,0,0,0,0,61,41,0,8,1,26.23,2012,reg
David Ferreira,DAL,M,17,16,1427,2,9,21,9,2,0/1,1,1,0.13,9.5,1,4,5,0.57,7,53,2,3,0,42.86,2012,reg
Martin Rivero,COL,M,30,30,2597,2,8,61,19,1,0/0,0,2,0.07,3.3,2,5,3,0.28,23,61,4,3,0,31.15,2012,reg
Brian Mullan,COL,D,28,25,2116,2,7,16,6,0,0/0,2,0,0.09,12.5,2,3,4,0.3,26,33,5,1,0,37.5,2012,reg
Ramiro Corrales,SJ ,M,22,19,1667,2,7,20,6,0,0/0,2,0,0.11,10,3,5,2,0.38,21,21,1,7,1,30,2012,reg
Brandon Barklage,NY ,D,19,16,1360,2,5,9,2,0,0/0,2,0,0.13,22.2,0,3,2,0.33,20,7,0,1,0,22.22,2012,reg
Chris Tierney,NE ,D-M,28,26,2379,2,5,22,10,1,0/0,0,2,0.08,9.1,3,3,2,0.19,15,13,0,4,0,45.45,2012,reg
Sebastián Grazzini,CHI,M,14,14,1103,2,5,30,15,0,2-Jan,2,0,0.16,6.7,1,2,3,0.41,18,22,2,4,0,50,2012,reg
Justin Mapp,MTL,M,27,21,1641,2,5,34,14,1,0/0,1,1,0.11,5.9,2,4,1,0.27,8,20,6,0,0,41.18,2012,reg
Brandon McDonald,DC ,D,33,33,2963,2,4,18,3,1,0/0,2,0,0.06,11.1,1,2,2,0.12,29,16,1,4,0,16.67,2012,reg
Danny Cruz,DC ,M-F,28,24,1868,2,4,39,10,0,1-Jan,1,1,0.1,5.1,0,1,3,0.19,30,40,4,2,0,25.64,2012,reg
Kosuke Kimura,COL,D,29,28,2363,2,3,6,3,0,0/0,2,0,0.08,33.3,1,2,1,0.11,20,22,0,2,0,50,2012,reg
Andre Hainault,HOU,D,25,24,2035,2,3,12,6,2,0/0,1,1,0.09,16.7,1,3,0,0.13,25,6,4,2,0,50,2012,reg
Zach Loyd,DAL,D,32,31,2696,2,3,15,3,0,0/0,2,0,0.07,13.3,2,2,1,0.1,36,31,0,4,2,20,2012,reg
Reggie Lambe,TOR,M,27,22,1845,2,3,22,13,0,0/0,2,0,0.1,9.1,0,1,2,0.15,24,29,4,3,0,59.09,2012,reg
Adam Moffat,HOU,M,23,22,1930,2,3,28,7,1,0/0,2,0,0.09,7.1,1,1,2,0.14,28,19,0,2,1,25,2012,reg
Khari Stephenson,SJ ,M,27,10,1052,2,3,31,10,0,1-Jan,1,1,0.17,6.5,0,2,1,0.26,28,3,1,2,0,32.26,2012,reg
Conor Casey,COL,F,18,13,1156,2,3,38,12,0,0/0,1,1,0.16,5.3,0,3,0,0.23,25,8,13,1,0,31.58,2012,reg
Todd Dunivant,LA ,D,29,29,2544,2,2,8,2,1,0/0,2,0,0.07,25,0,2,0,0.07,18,17,3,2,0,25,2012,reg
Daniel Paladini,CHI,M,15,7,691,2,2,13,5,1,0/0,1,1,0.26,15.4,0,0,2,0.26,12,5,0,1,0,38.46,2012,reg
Alain Rochat,VAN,D,27,27,2323,2,2,16,6,0,0/0,2,0,0.08,12.5,1,2,0,0.08,38,23,1,7,0,37.5,2012,reg
Diego Fagundez,NE,M,20,8,770,2,2,18,9,1,0/0,2,0,0.23,11.1,1,1,1,0.23,6,6,4,0,0,50,2012,reg
Jonny Steele,RSL,M,28,11,1179,2,2,19,4,1,0/0,1,1,0.15,10.5,0,1,1,0.15,29,14,1,6,0,21.05,2012,reg
Lamar Neagle,MTL,M,23,11,1086,2,2,23,5,1,0/0,2,0,0.17,8.7,0,1,1,0.17,10,12,6,1,0,21.74,2012,reg
Paulo Jr.,RSL,F,22,12,848,2,2,26,12,1,1-Jan,1,1,0.21,7.7,1,1,1,0.21,13,7,12,0,0,46.15,2012,reg
Fernando Cárdenas,NE ,F,27,9,1016,2,2,27,10,1,0/0,1,1,0.18,7.4,0,1,1,0.18,13,14,5,1,1,37.04,2012,reg
Tony Tchani,CLB,M,22,14,1331,2,2,30,5,1,0/0,1,1,0.14,6.7,1,1,1,0.14,23,21,0,3,0,16.67,2012,reg
Torsten Frings,TOR,M,20,20,1669,2,2,30,10,1,0/1,1,1,0.11,6.7,1,2,0,0.11,20,17,1,5,0,33.33,2012,reg
Nick LaBrocca,CHV,M,29,26,2293,2,2,36,14,1,0/0,0,2,0.08,5.6,0,1,1,0.08,27,33,5,3,0,38.89,2012,reg
Marcelo Sarvas,LA ,M,27,22,1951,2,2,41,11,0,0/0,1,1,0.09,4.9,1,2,0,0.09,57,49,1,5,0,26.83,2012,reg
Lewis Neal,DC ,M,18,7,717,2,1,7,2,2,0/0,2,0,0.25,28.6,1,1,0,0.13,3,3,1,1,0,28.57,2012,reg
Kenny Miller,VAN,F,13,8,716,2,1,11,4,0,0/0,1,1,0.25,18.2,1,1,0,0.13,9,7,9,0,0,36.36,2012,reg
Blake Brettschneider,NE ,F,17,10,892,2,1,17,9,0,0/0,0,2,0.2,11.8,0,1,0,0.1,10,11,10,0,0,52.94,2012,reg
Víctor Bernárdez,SJ ,D,24,24,2088,2,1,19,4,1,0/0,2,0,0.09,10.5,1,0,1,0.04,30,17,1,6,0,21.05,2012,reg
Bobby Boswell,HOU,D,33,33,2930,2,1,20,7,0,0/0,2,0,0.06,10,1,0,1,0.03,22,15,0,4,0,35,2012,reg
Jamie Smith,COL,M,10,1,226,2,0,4,3,0,0/0,1,1,0.8,50,0,0,0,0,1,3,0,0,0,75,2012,reg
Sinisa Ubiparipovic,MTL,F-M,12,3,325,2,0,5,2,0,0/0,2,0,0.55,40,0,0,0,0,5,3,0,1,0,40,2012,reg
Tyrone Marshall,COL,D,16,13,1128,2,0,7,3,0,0/0,1,1,0.16,28.6,0,0,0,0,21,7,0,3,1,42.86,2012,reg
Heath Pearce,CHV,D,28,28,2504,2,0,7,4,1,0/0,1,1,0.07,28.6,0,0,0,0,9,20,0,1,0,57.14,2012,reg
Ricardo Villar,DAL,M,9,8,609,2,0,11,6,1,0/0,1,1,0.3,18.2,0,0,0,0,7,18,1,0,0,54.55,2012,reg
A.J. Soares,NE ,D,30,30,2611,2,0,11,5,1,0/0,0,2,0.07,18.2,0,0,0,0,29,23,1,3,0,45.45,2012,reg
Nat Borchers,RSL,D,26,26,2340,2,0,12,6,1,0/0,1,1,0.08,16.7,0,0,0,0,16,11,1,0,0,50,2012,reg
José Erick Correa,CHV,F,16,7,695,2,0,15,3,1,1-Jan,1,1,0.26,13.3,0,0,0,0,13,10,3,1,0,20,2012,reg
Scott Sealy,DAL,F,16,8,641,2,0,16,6,0,0/0,1,1,0.28,12.5,0,0,0,0,8,7,8,0,0,37.5,2012,reg
Andrew Wiedeman,DAL,F,20,8,897,2,0,17,5,1,0/0,1,1,0.2,11.8,0,0,0,0,5,8,3,0,0,29.41,2012,reg
Alejandro Moreno,CHV,F,22,17,1520,2,0,18,5,0,0/0,1,1,0.12,11.1,0,0,0,0,36,42,9,1,0,27.78,2012,reg
Chad Marshall,CLB,D,24,24,2146,2,0,22,8,0,0/0,2,0,0.08,9.1,0,0,0,0,15,15,3,1,0,36.36,2012,reg
Jerry Bengtson,HON,F,13,10,942,2,0,22,8,0,0/0,1,1,0.19,9.1,0,0,0,0,15,17,9,1,0,36.36,2012,reg
Carlos Valdés,PHI,D,33,33,2923,2,0,24,5,1,0/0,2,0,0.06,8.3,0,0,0,0,36,34,1,4,0,20.83,2012,reg
Alex,CHI,M,17,6,705,2,0,29,9,1,0/0,2,0,0.26,6.9,0,0,0,0,14,18,1,1,0,31.03,2012,reg
Shea Salinas,SJ,M,19,11,1099,1,7,17,5,0,0/0,0,1,0.08,5.9,2,6,1,0.57,16,10,1,1,0,29.41,2012,reg
Branko Boskovic,DC ,M,26,12,1081,1,7,20,8,1,0/0,1,0,0.08,5,2,5,2,0.58,22,18,0,1,1,40,2012,reg
Sam Cronin,SJ ,M,31,30,2578,1,6,25,3,0,0/0,1,0,0.03,4,2,3,3,0.21,37,21,0,3,0,12,2012,reg
Julian de Guzman,DAL,M,28,21,1957,1,5,32,5,1,0/0,1,0,0.05,3.1,1,2,3,0.23,37,23,1,6,0,15.62,2012,reg
Franck Songo'o,POR,M,27,21,1732,1,5,47,18,1,0/0,1,0,0.05,2.1,2,2,3,0.26,35,44,5,7,0,38.3,2012,reg
Michael Farfan,PHI,M,32,31,2802,1,5,54,15,1,0/1,0,1,0.03,1.9,1,3,2,0.16,74,64,2,7,0,27.78,2012,reg
Justin Morrow,TOR,D,33,33,2970,1,4,6,2,0,0/0,1,0,0.03,16.7,2,2,2,0.12,25,30,0,2,0,33.33,2012,reg
